Parameter,Actual values,Case 2 : CE,Case3 : Dual,,diffrence in controlers,CE offset,Dual offset
uk_2,300,302.04470519712993,301.91993189220136,,0.12477330492856709,-2.044705197129929,-1.9199318922013617
uk_2,300,298.25552872540567,298.220421431013,,0.035107294392673793,1.744471274594332,1.7795785689870058
uk_2,300,297.5169736431473,297.5132118026765,,0.003761840470815514,2.4830263568526902,2.4867881973235058
uk_2,300,305.4883842460236,305.4924179496036,,-0.00403370357997801,-5.4883842460236,-5.492417949603578
uk_2,300,296.6028801123194,296.6093545802655,,-0.006474467946134155,3.397119887680617,3.390645419734483
uk_2,300,296.37568536240263,295.621581707457,,0.7541036549456521,3.624314637597365,4.378418292543017
uk_2,300,306.96104808085914,307.9986720977548,,-1.037624016895677,-6.961048080859143,-7.99867209775482
uk_2,300,294.0695867739871,292.4199991282202,,1.6495876457669283,5.930413226012888,7.580000871779816
uk_2,300,301.40775482606756,300.59911213730004,,0.8086426887675202,-1.4077548260675599,-0.5991121373000396
uk_2,300,302.31919723102413,301.49103989712665,,0.8281573338974795,-2.319197231024134,-1.4910398971266545
uk_2,300,299.709964953571,299.27692556780784,,0.43303938576315204,0.29003504642901135,0.7230744321921634
uk_2,300,300.81028068666285,299.89294921125213,,0.9173314754107196,-0.8102806866628498,0.10705078874786977
uk_2,300,296.02081453137555,296.7715382147096,,-0.7507236833340585,3.9791854686244506,3.228461785290392
uk_2,300,304.3822959818383,304.2541364983427,,0.12815948349560813,-4.382295981838297,-4.254136498342689
uk_2,300,300.94842578429325,300.4774822312304,,0.4709435530628525,-0.9484257842932493,-0.4774822312303968
uk_2,300,295.99620005337044,295.665281081013,,0.3309189723574377,4.003799946629556,4.334718918986994
uk_2,300,301.80798818667256,301.6145579432698,,0.1934302434027586,-1.80798818667256,-1.6145579432698014
uk_2,300,301.0267434185535,300.92797423966766,,0.09876917888584558,-1.026743418553508,-0.9279742396676625
uk_2,300,296.71882254813687,296.68402349143264,,0.034799056704230225,3.2811774518631296,3.31597650856736
uk_2,300,295.7327138217855,295.72565045347534,,0.0070633683101846145,4.267286178214476,4.274349546524661
uk_2,300,303.35543560963885,303.3572941122325,,-0.0018585025936772581,-3.355435609638846,-3.3572941122325233
uk_2,300,294.9911170113432,294.9971908362253,,-0.006073824882093959,5.008882988656808,5.002809163774714
uk_2,300,302.02322718534657,302.02521188794225,,-0.0019847025956778452,-2.0232271853465704,-2.0252118879422483
uk_2,300,290.0,290.29999716099996,,-0.29999716099996476,10.0,9.700002839000035
uk_2,300,302.8092081465618,302.5297084871426,,0.279499659419173,-2.8092081465617866,-2.5297084871426136
uk_2,300,297.9993407097183,297.80562868470906,,0.19371202500923346,2.0006592902817033,2.1943713152909368
uk_2,300,303.09185802023484,303.0384888988187,,0.053369121416153575,-3.091858020234838,-3.0384888988186844
uk_2,300,290.0,290.29999716099996,,-0.29999716099996476,10.0,9.700002839000035
uk_2,300,300.47874533645086,300.21619920340464,,0.26254613304621444,-0.4787453364508565,-0.21619920340464205
uk_2,300,295.86174926786947,295.64811425382123,,0.21363501404823637,4.13825073213053,4.351885746178766
uk_2,300,297.22180490420425,297.1589551120918,,0.0628497921124449,2.778195095795752,2.841044887908197
uk_2,300,303.740341463799,303.7086674630221,,0.03167400077688853,-3.740341463798984,-3.7086674630220955
uk_2,300,295.06829886871134,295.0707071246252,,-0.002408255913849189,4.931701131288662,4.929292875374813
uk_2,300,299.2250709351511,299.22810202217556,,-0.003031087024453427,0.7749290648488909,0.7718979778244375
uk_2,300,304.1545546554121,304.1601458629779,,-0.005591207565828427,-4.154554655412085,-4.160145862977913
uk_2,300,290.0,290.29999716099996,,-0.29999716099996476,10.0,9.700002839000035
uk_2,300,297.15054598093315,296.8487650516366,,0.3017809292965694,2.8494540190668545,3.151234948363424
uk_2,300,292.83575473222993,292.7021584510417,,0.1335962811882041,7.16424526777007,7.297841548958274
uk_2,300,300.0194516017757,299.89992374921127,,0.11952785256443121,-0.0194516017756996,0.10007625078873161
